LINK,SCHOOL,LAT,LONG,NAME,CONFERENCE,COLOR_SOURCE,R0,G0,B0,HEX0,R1,G1,B1,HEX1,R2,G2,B2,HEX2,R3,G3,B3,HEX3,R4,G4,B4,HEX4
https://en.wikipedia.org/wiki/Jacksonville_State_University,Jacksonville State,33.822,-85.766,Gamecocks,C-USA,https://www.jsu.edu/marketingservices/styleguide/style_guide.pdf,202,32,38,#CA2026,64,64,65,#404041,,,,,,,,,,,,
https://en.wikipedia.org/wiki/James_Madison_University,James Madison,38.43525165,-78.86978699,Dukes,Sun Belt,https://www.jmu.edu/identity/our-style/color.shtml,69,0,132,#450084,203,182,119,#CBB677,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Kansas_State_University,Kansas State,39.1914,-96.5809,Wildcats,Big 12,https://www.k-state.edu/vpcm/branding/KansasStateUniversity-BrandGuide.pdf,81,40,136,#512888,209,209,209,#D1D1D1,167,167,167,#A7A7A7,,,,,,,,
https://en.wikipedia.org/wiki/Kent_State_University,Kent State,41.14694,-81.34333,Golden Flashes,MAC,https://du1ux2871uqvu.cloudfront.net/sites/default/files/file/16-UR-00309-058%20Kent%20Guide%20to%20Brand_6-17-16.pdf,0,57,118,#003976,239,171,0,#EFAB00,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Liberty_University,Liberty,37.3494973,-79.17842303,Flames,C-USA,https://www.liberty.edu/web-services/web-policy/,,,,#990000,,,,#0A254E,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Louisiana_State_University,LSU,30.4145,-91.17826,Tigers,SEC,http://www.lsu.edu/stratcomm/online-brand-guide/lsu-colors.php,70,29,124,#461D7C,253,208,35,#FDD023,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Louisiana_Tech_University,Louisiana Tech,32.5275,-92.6475,Bulldogs,C-USA,http://www.latechsports.com/ot/latc-new-tech-logos.html,255,0,0,#FF0000,0,47,139,#002F8B,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Marshall_University,Marshall,38.42386981,-82.42468762,Thundering Herd,C-USA,http://www.marshall.edu/webguide/files/downloads/2013/11/StyleGuideManual.pdf,0,122,51,#007A33,105,63,35,#693F23,173,124,89,#AD7C59,162,170,173,#A2AAAD,,,,
https://en.wikipedia.org/wiki/Miami_University,Miami (OH),39.511905,-84.734674,RedHawks,MAC,https://www.miamioh.edu/_files/documents/ucm/resources/MU_Style_Guide_508.pdf,245,0,47,#F5002F,,,,,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Michigan_State_University,Michigan State,42.725,-84.48,Spartans,Big Ten,https://brand.msu.edu/design-visual/index.html#color,24,69,59,#18453B,153,162,162,#99A2A2,83,80,84,#535054,,,,,,,,
https://en.wikipedia.org/wiki/Middle_Tennessee_State_University,Middle Tennessee,35.849,-86.365,Blue Raiders,C-USA,http://www.mtsu.edu/creativeservices/docs/MTSUBrandingGuide.pdf,0,102,204,#0066CC,176,177,181,#B0B1B5,230,231,233,#E6E7E9,,,,,,,,
https://en.wikipedia.org/wiki/Mississippi_State_University,Mississippi State,33.454,-88.789,Bulldogs,SEC,http://www.opa.msstate.edu/identity/assets/msstate_colors.pdf,102,0,0,#660000,204,204,204,#CCCCCC,117,120,123,#75787B,255,184,28,#FFB81C,,,,
https://en.wikipedia.org/wiki/New_Mexico_State_University,New Mexico State,32.27947009,-106.7490855,Aggies,Sun Belt,https://brand.nmsu.edu/wp-content/uploads/sites/45/2015/08/newmexicost.pdf,140,11,66,#8C0B42,151,153,155,#97999B,,,,,,,,,,,,
https://en.wikipedia.org/wiki/North_Carolina_State_University,NC State,35.78722,-78.67056,Wolfpack,ACC,https://brand.ncsu.edu/color/,204,0,0,#CC0000,,,,,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Northern_Illinois_University,Northern Illinois,41.93519956,-88.77343652,Huskies,MAC,http://niu.edu/marcomm/_pdf/NIUcomm-standards.pdf,204,0,0,#CC0000,165,167,168,#A5A7A8,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Northwestern_University,Northwestern,42.05583,-87.67472,Wildcats,Big Ten,http://www.northwestern.edu/brand/visual-identity/color/index.html,78,42,132,#4E2A84,179,179,179,#B3B3B3,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Ohio_State_University,Ohio State,40.00683663,-83.03048679,Buckeyes,Big Ten,https://brand.osu.edu/color/,187,0,0,#BB0000,102,102,102,#666666,0,105,63,#00693F,,,,,,,,
https://en.wikipedia.org/wiki/Ohio_University,Ohio,39.324,-82.102,Bobcats,MAC,https://www.ohio.edu/ucm/brand-center/toolkit/colors.cfm,0,105,78,#00694E,211,169,133,#D3A985,119,111,103,#776F67,,,,,,,,
https://en.wikipedia.org/wiki/Oklahoma_State_University%E2%80%93Stillwater,Oklahoma State,36.1224,-97.0698,Cowboys,Big 12,http://grfx.cstv.com/confs/nacda/graphics/icla/oklahomastatestyle.pdf,217,89,0,#D95900,242,125,0,#F27D00,184,179,173,#B8B3AD,51,51,51,#333333,,,,
https://en.wikipedia.org/wiki/Old_Dominion_University,Old Dominion,36.88654,-76.30522,Monarchs,C-USA,https://www.odu.edu/content/dam/odu/offices/licensing/docs/athletic-logo-identity-guidelines.pdf,0,48,87,#003057,138,141,143,#8A8D8F,162,170,173,#A2AAAD,146,193,233,#92C1E9,,,,
https://en.wikipedia.org/wiki/Oregon_State_University,Oregon State,44.5639,-123.2747,Beavers,Pac-12,http://communications.oregonstate.edu/brand/color-palette,216,90,26,#D85A1A,104,80,64,#685040,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Pennsylvania_State_University,Penn State,40.79833,-77.86,Nittany Lions,Big Ten,https://brand.psu.edu/design-essentials.html#color,4,30,66,#041E42,162,170,173,#A2AAAD,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Purdue_University,Purdue,40.425,-86.92306,Boilermakers,Big Ten,https://www.purdue.edu/brand/elements/colors.php,194,142,14,#C28E0E,77,64,56,#4D4038,186,168,146,#BAA892,,,,,,,,
https://en.wikipedia.org/wiki/Rice_University,Rice,29.71694,-95.40278,Owls,C-USA,https://staff.rice.edu/Template_RiceBrand.aspx?id=4718,0,36,106,#00246A,94,96,98,#5E6062,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Rutgers_University%E2%80%93New_Brunswick,Rutgers,40.5025,-74.44861,Scarlet Knights,Big Ten,https://communications.rutgers.edu/sites/default/files/RU_IDguide_7.0.pdf,204,0,51,#CC0033,95,106,114,#5F6A72,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Sam_Houston_State_University,Sam Houston,30.71389,-95.54722,Bearkats,C-USA,https://www.shsu.edu/dept/marketing/colors,245,100,35,#F56423,255,255,255,#FFFFFF,,,,,,,,,,,,
https://en.wikipedia.org/wiki/San_Diego_State_University,San Diego State,32.77528,-117.07222,Aztecs,Mountain West,http://grfx.cstv.com/photos/schools/sdsu/genrel/auto_pdf/2012-13/misc_non_event/SDSU-Logo-and-Style-Guide.pdf,194,49,56,#C23138,35,31,32,#231F20,210,198,148,#D2C694,,,,,,,,
https://en.wikipedia.org/wiki/San_Jose_State_University,San Jose State,37.3353,-121.8813,Spartans,Mountain West,http://www.sjsu.edu/communications/docs/visual_identity_standards_basic.pdf,0,85,162,#0055A2,229,168,35,#E5A823,147,149,151,#939597,,,,,,,,
https://en.wikipedia.org/wiki/Southern_Methodist_University,SMU,32.83855,-96.78294,Mustangs,American,https://www.smu.edu/-/media/Site/DevelopmentExternalAffairs/PublicAffairs/IntegratedMarketing/Branding/BrandGuidelines9-15.ashx,204,0,0,#CC0000,53,76,161,#354CA1,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Stanford_University,Stanford,37.4275,-122.17,Cardinal,Pac-12,http://grfx.cstv.com/photos/schools/stan/genrel/auto_pdf/stan-08-sa-styleguide.pdf,153,0,0,#990000,23,94,84,#175E54,77,79,83,#4D4F53,,,,,,,,
https://en.wikipedia.org/wiki/Syracuse_University,Syracuse,43.0376,-76.134,Orange,ACC,http://styleguide.syr.edu/brand-identity/athletics/,212,69,0,#D44500,13,29,55,#0D1D37,,,,,,,,,,,,
https://en.wikipedia.org/wiki/Temple_University,Temple,39.98135549,-75.15542068,Owls,American,https://www.temple.edu/sites/temple/files/uploads/images/Learfield-Licensing-Usage-Guidelines-Temple7-30-2015.pdf,152,30,50,#981E32,138,141,143,#8A8D8F,254,153,0,#FE9900,,,,,,,,
https://en.wikipedia.org/wiki/Texas_A%26M_University,Texas A&M,30.61028,-96.34361,Aggies,SEC,http://brandguide.tamu.edu/downloads/colors/brandColors-RGB.pdf,80,0,0,#500000,143,143,140,#8F8F8C,238,225,198,#EEE1C6,,,,,,,,
https://en.wikipedia.org/wiki/Texas_Christian_University,TCU,32.7096,-97.364,Horned Frogs,Big 12,http://www.mkc.tcu.edu/pdf/TCU_brandstandards.pdf,77,25,121,#4D1979,164,169,163,#A4A9A3,255,0,0,#FF0000,,,,,,,,
https://en.wikipedia.org/wiki/Texas_State_University,Texas State,29.88889,-97.93889,Bobcats,Sun Belt,http://sidearm.sites.s3.amazonaws.com/txstate.sidearmsports.com/documents/2012/2/3/Texas_State_Athletics_Identity_Branding_Guide.pdf,80,18,20,#501214,180,152,90,#B4985A,242,169,0,#F2A900,,,,,,,,
